0.000000000000000000e+00,1.000000000000000056e-01
1.000000000000000021e-02,1.159887435844268733e-01
2.000000000000000042e-02,1.361380654713939542e-01
2.999999999999999889e-02,1.616765689776105130e-01
4.000000000000000083e-02,1.925615181101702489e-01
5.000000000000000278e-02,2.248503138541998458e-01
5.999999999999999778e-02,2.519175334695881729e-01
7.000000000000000666e-02,2.690770383963842494e-01
8.000000000000000167e-02,2.759829743552029702e-01
8.999999999999999667e-02,2.748996003722467552e-01
1.000000000000000056e-01,2.684449089967962387e-01
1.100000000000000006e-01,2.585892503017996336e-01
1.199999999999999956e-01,2.465162111219272034e-01
1.300000000000000044e-01,2.327810066367253516e-01
1.400000000000000133e-01,2.175070871982485998e-01
1.499999999999999944e-01,2.005494882469509299e-01
1.600000000000000033e-01,1.816325812731075240e-01
1.700000000000000122e-01,1.605000914038922089e-01
1.799999999999999933e-01,1.371159339811844069e-01
1.900000000000000022e-01,1.119084162815147387e-01
2.000000000000000111e-01,8.593836997982881587e-02
2.099999999999999922e-01,6.077556458385348359e-02
2.200000000000000011e-01,3.800257576105142004e-02
2.300000000000000100e-01,1.863077477974312696e-02
2.399999999999999911e-01,2.842915743424268872e-03
2.500000000000000000e-01,-9.849891877172049781e-03
2.600000000000000089e-01,-2.027420383543709903e-02
2.700000000000000178e-01,-2.931842771013029939e-02
2.800000000000000266e-01,-3.779281142736450050e-02
2.899999999999999800e-01,-4.639787794214897398e-02
2.999999999999999889e-01,-5.574880597297763446e-02
3.099999999999999978e-01,-6.641254478599811772e-02
3.200000000000000067e-01,-7.892484258156433341e-02
3.300000000000000155e-01,-9.375467013300690933e-02
3.400000000000000244e-01,-1.111795293528032025e-01
3.500000000000000333e-01,-1.310554048579282982e-01
3.599999999999999867e-01,-1.525599850452007966e-01
3.699999999999999956e-01,-1.741472558269437643e-01
3.800000000000000044e-01,-1.939538519379538639e-01
3.900000000000000133e-01,-2.105139610335090838e-01
4.000000000000000222e-01,-2.232561868991725929e-01
4.100000000000000311e-01,-2.324744132455044410e-01
4.199999999999999845e-01,-2.389663824026550532e-01
4.299999999999999933e-01,-2.436718852109220068e-01
4.400000000000000022e-01,-2.474651561320358184e-01
4.500000000000000111e-01,-2.510919469544343752e-01
4.600000000000000200e-01,-2.551897908090222100e-01
4.700000000000000289e-01,-2.603383823320347679e-01
4.799999999999999822e-01,-2.671046803657224356e-01
4.899999999999999911e-01,-2.760535277496389273e-01
5.000000000000000000e-01,-2.876863036540754925e-01
5.100000000000000089e-01,-3.022604080743124810e-01
5.200000000000000178e-01,-3.194774766328504212e-01
5.300000000000000266e-01,-3.381804040975786574e-01
5.400000000000000355e-01,-3.564092649694972081e-01
5.500000000000000444e-01,-3.720510891784122309e-01
5.600000000000000533e-01,-3.837048461291588386e-01
5.700000000000000622e-01,-3.910725234872990952e-01
5.799999999999999600e-01,-3.947217305392589637e-01
5.899999999999999689e-01,-3.956114437599710931e-01
5.999999999999999778e-01,-3.947318199870136213e-01
6.099999999999999867e-01,-3.929433037696640763e-01
6.199999999999999956e-01,-3.909572267685499924e-01
6.300000000000000044e-01,-3.893836897378001316e-01
6.400000000000000133e-01,-3.887976075992523040e-01
6.500000000000000222e-01,-3.897947120648139196e-01
6.600000000000000311e-01,-3.930129952389443959e-01
6.700000000000000400e-01,-3.990799839980369579e-01
6.800000000000000488e-01,-4.084223269306807569e-01
6.900000000000000577e-01,-4.208916012573595267e-01
7.000000000000000666e-01,-4.353303297448786191e-01
7.099999999999999645e-01,-4.495206750699088927e-01
7.199999999999999734e-01,-4.609237258405745608e-01
7.299999999999999822e-01,-4.677991886838823721e-01
7.399999999999999911e-01,-4.697463955443503814e-01
7.500000000000000000e-01,-4.674103604436262160e-01
7.600000000000000089e-01,-4.618834569700326353e-01
7.700000000000000178e-01,-4.542670925088680423e-01
7.800000000000000266e-01,-4.454871222451463053e-01
7.900000000000000355e-01,-4.362778994694824219e-01
